RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,name,host,location,start_date,end_date,level,year,tab_note_0,tab_note_1
3,1591,Δ,-11,1223,Loss,6,0,2,6.0,15.0,56.0,27,14,Brandeis University A 8/12/2019,Brandeis University A 8/12/2019,False,False,False,False,,Scott Halper ,Witness,17,Δ,Scott Halper ,Attorney,18,Π,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1591,Δ,-25,1223,Loss,6,0,2,6.0,15.0,56.0,27,14,Brandeis University A 8/12/2019,Brandeis University A 8/12/2019,False,False,False,False,,Scott Halper ,Witness,17,Δ,Scott Halper ,Attorney,18,Π,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1358,Π,2,1223,Win,6,0,2,6.0,15.0,56.0,27,14,Brandeis University A 8/12/2019,Brandeis University A 8/12/2019,False,False,False,False,,Scott Halper ,Witness,17,Δ,Scott Halper ,Attorney,18,Π,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1358,Π,7,1223,Win,6,0,2,6.0,15.0,56.0,27,14,Brandeis University A 8/12/2019,Brandeis University A 8/12/2019,False,False,False,False,,Scott Halper ,Witness,17,Δ,Scott Halper ,Attorney,18,Π,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1421,Π,-4,1224,Loss,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1421,Π,-4,1224,Loss,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1593,Δ,-11,1224,Loss,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1593,Δ,1,1224,Win,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1111,Π,4,1224,Win,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1111,Π,4,1224,Win,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1464,Δ,-12,1224,Loss,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1464,Δ,-6,1224,Loss,3,0,5,3.0,11.0,45.0,-28,18,Brandeis University B,Brandeis University B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1465,Π,17,1358,Win,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1465,Π,8,1358,Win,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1189,Δ,3,1358,Win,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1189,Δ,-7,1358,Loss,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1464,Π,-1,1358,Loss,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1464,Π,-1,1358,Loss,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1223,Δ,-2,1358,Loss,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1223,Δ,-7,1358,Loss,3,0,5,3.0,16.0,62.0,10,1,Washington & Jefferson College A 8/28/2019,Washington & Jefferson College A 8/28/2019,False,False,False,False,,Michael Conroy ,Witness,18,Π,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1095,Δ,4,1359,Win,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1095,Δ,6,1359,Win,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1096,Π,-18,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1096,Π,-10,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1502,Π,-17,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1502,Π,-12,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1091,Δ,-5,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
4,1091,Δ,-16,1359,Loss,2,0,6,2.0,11.5,51.5,-68,10,Washington & Jefferson College B,Washington & Jefferson College B,False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1590,Π,-10,1385,Loss,0,0,8,0.0,20.0,73.0,-103,8,"SUNY, Fredonia A 9/3/2019","SUNY, Fredonia A 9/3/2019",False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
1,1590,Π,-7,1385,Loss,0,0,8,0.0,20.0,73.0,-103,8,"SUNY, Fredonia A 9/3/2019","SUNY, Fredonia A 9/3/2019",False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1091,Δ,-47,1385,Loss,0,0,8,0.0,20.0,73.0,-103,8,"SUNY, Fredonia A 9/3/2019","SUNY, Fredonia A 9/3/2019",False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
2,1091,Δ,-17,1385,Loss,0,0,8,0.0,20.0,73.0,-103,8,"SUNY, Fredonia A 9/3/2019","SUNY, Fredonia A 9/3/2019",False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
3,1465,Π,-3,1385,Loss,0,0,8,0.0,20.0,73.0,-103,8,"SUNY, Fredonia A 9/3/2019","SUNY, Fredonia A 9/3/2019",False,False,False,False,,,,,,,,,,1,the University of Rochester,"Rochester, NY","November 02, 2019","November 03, 2019",invitationals,2020,3,Outstanding Trial Teams
