RoundNum,OppNum,Side,PD,TeamNum,Ballot_Result,TotalWins,TotalTies,TotalLosses,TotalBallots,TotalCS,TotalOCS,TotalPD,Rank,TeamName,OppName,EarnedBid,EarnedHonorableMention,WonSPAMTA,SPAMTAHonorableMention,SPAMTARanks,Student0,Role0,Ranks0,Side0,Student1,Role1,Ranks1,Side1,Student2,Role2,Ranks2,Side2,name,host,location,start_date,end_date,level,year,tab_note_0,tab_note_1
4,1149,Δ,-11,1033,Loss,4,0,4,4.0,17.0,71.0,-14,31,Wheaton College B,Wheaton College B,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1149,Δ,1,1046,Win,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1149,Δ,-17,1046,Loss,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1114,Π,-14,1046,Loss,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1114,Π,-12,1046,Loss,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1112,Π,10,1046,Win,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1112,Π,16,1046,Win,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1489,Δ,0,1046,Tie,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1489,Δ,6,1046,Win,4,1,3,4.5,17.5,69.5,-10,20,Illinois State University A 6/17/2019,Illinois State University A 6/17/2019,False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1032,Δ,-9,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1032,Δ,-4,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1033,Π,-2,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1033,Π,-4,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1242,Δ,-3,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1242,Δ,-1,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1187,Π,-3,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1187,Π,-4,1098,Loss,0,0,8,0.0,0.0,0.0,-30,13,"University of Wisconsin, Milwaukee A 7/17/2019","University of Wisconsin, Milwaukee A 7/17/2019",False,False,False,True,29,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1430,Δ,-18,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1430,Δ,-25,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1735,Π,-1,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1735,Π,12,1099,Win,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1264,Π,-4,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1264,Π,-3,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1112,Δ,-8,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1112,Δ,-11,1099,Loss,1,0,7,1.0,7.5,40.0,-58,22,"University of Wisconsin, Milwaukee B  2/5/2020","University of Wisconsin, Milwaukee B  2/5/2020",False,False,False,False,,,,,,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1114,Δ,-14,1112,Loss,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1114,Δ,2,1112,Win,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1149,Π,-16,1112,Loss,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1149,Π,-6,1112,Loss,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1046,Δ,-10,1112,Loss,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1046,Δ,-16,1112,Loss,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1099,Π,8,1112,Win,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1099,Π,11,1112,Win,3,0,5,3.0,14.5,63.5,-41,15,Columbia College (MO) A 7/23/2019,Columbia College (MO) A 7/23/2019,False,False,False,False,,Claire Bullington ,Attorney,18,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1112,Π,14,1114,Win,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1112,Π,-2,1114,Loss,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1046,Δ,14,1114,Win,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1046,Δ,12,1114,Win,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1149,Π,-20,1114,Loss,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1149,Π,-4,1114,Loss,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1153,Δ,8,1114,Win,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
4,1153,Δ,9,1114,Win,5,0,3,5.0,16.5,65.5,31,14,University of Notre Dame B,University of Notre Dame B,False,False,False,False,,Micah Pahl Carthage Colleg,Attorney,20,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1489,Δ,10,1115,Win,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
1,1489,Δ,14,1115,Win,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1263,Π,-1,1115,Loss,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
2,1263,Π,9,1115,Win,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1152,Π,1,1115,Win,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
3,1152,Π,4,1115,Win,6,0,2,6.0,21.5,80.5,39,1,University of Notre Dame C,University of Notre Dame C,False,False,False,False,,Delorean Ishmon Northwood Universit,Witness,17,∏,,,,,,,,,18th Annual Illinois State University Invitational Tournament,Illinois State University,"Bloomington-Normal, Illinois","November 08, 2019","November 10, 2019",invitationals,2020,Opening coin flip: Heads - Higher # = Better Rank,Round 3 coin flip: Heads - Right Side is Defense
